action_id,object,count
straighten,bottle_opener,1
straighten,pliers,1
straighten,hutch,1
straighten,gym stepper,1
straighten,barbell,1
straighten,kitchenware,1
straighten,decorative plate,1
straighten,antlers,1
straighten,attic hatch,1
straighten,containers,1
straighten,platform,1
straighten,stack of plates,1
straighten,wine,1
straighten,air hockey,1
straighten,whiteboard,1
straighten,cork board,1
straighten,aisle frame,1
straighten,trophy,1
straighten,foosball table,1
straighten,doorstep,1
straighten,night lamp,1
straighten,shower wall,1
straighten,stair step,1
straighten,coach,1
straighten,bath curtain bar,1
straighten,display,1
straighten,rope,1
straighten,easel,1
straighten,apron,1
straighten,kitchen chair,1
straighten,flatware,1
straighten,high shelf,1
straighten,newspaper basket,1
straighten,kitchen decoration,1
straighten,foot stand,1
straighten,decoder,1
straighten,stack of books / papers,1
straighten,sewing box,1
straighten,shoes on shelf,1
straighten,barrel,1
straighten,saw,1
straighten,information,1
straighten,fire screen,1
straighten,stair handle,1
straighten,sculpture,1
straighten,bathtub utensil,1
straighten,bath sink,1
straighten,bath wall,1
straighten,mascot,1
straighten,dried flowers,1
straighten,dish dryer,1
straighten,painting tray,1
straighten,kitchen island,1
straighten,dining table,1
straighten,window valence,1
straighten,shoes,1
straighten,kitchen cabinet drawer,1
tighten,drum,1
tighten,stair,1
tighten,bed stand,1
tighten,dresser,1
tighten,closet door,1
tighten,couch,1
tighten,sliding glass door,1
tighten,stool,1
tighten,computer chair,1
tighten,drawer,1
tighten,bathroom cabinet,1
tighten,bathroom cabinet door,1
tighten,easy chair,1
tighten,stand,1
tighten,ceiling pipe,1
tighten,stove,1
tighten,refrigerator,1
tighten,sofa chair,1
tighten,art frame,1
tighten,painting,1
tighten,shower hose/head,1
tighten,garage door motor,1
tighten,duct,1
tighten,towel bar,1
tighten,heater piping,1
tighten,air duct,1
tighten,shower handle,1
tighten,tank,1
tighten,radiator,1
tighten,pillar,1
tighten,hose,1
tighten,bath faucet,1
tighten,washbasin,1
tighten,shower tap,1
tighten,ventilation,1
tighten,wardrobe,1
tighten,cabinet drawer,1
tighten,spice rack,1
tighten,shower curtain rod,1
tighten,wire,1
tighten,piano bench,1
tighten,frame,1
tighten,clothes hanger rod,1
tighten,wall lamp,1
tighten,decoration,1
tighten,shower pipe,1
tighten,stair handle,1
tighten,kitchen lower cabinet,1
tuck,bed sheet,1
tuck,pet bed,1
tuck,swivel chair,1
tuck,bag,1
tuck,sheet,1
tuck,box,1
tuck,computer chair,1
tuck,kitchen chair,1
tuck,armchair,1
tuck,cushion,1
tuck,bed,1
tuck,suitcase,1
turn_off,ceiling vent,1
turn_off,boiler,1
turn_off,stand,1
turn_off,pipe,1
turn_off,range hood,1
turn_off,ventilation hood,1
turn_off,aquarium,1
turn_off,device,1
turn_off,medical lamp,1
turn_off,solarium,1
turn_off,cooker,1
turn_off,fluorescent light,1
turn_off,bathroom cabinet,1
turn_off,lampshade,1
turn_off,telephone,1
turn_off,copier machine,1
turn_off,air vent,1
turn_off,decorative lamp,1
turn_off,garage door motor,1
turn_off,lamp shade,1
turn_off,stereo set,1
turn_off,cd player,1
turn_off,dehumidifier,1
turn_off,refrigerator,1
turn_off,computer,1
turn_off,bath faucet,1
turn_off,shower tap,1
turn_off,candle,1
turn_off,mini fridge,1
turn_off,pc tower,1
turn_off,washer-dryer,1
turn_off,heater piping,1
turn_on,keyboard piano,1
turn_on,cross-trainer,1
turn_on,shower tub,1
turn_on,telescope,1
turn_on,water heater,1
turn_on,toaster oven,1
turn_on,rice cooker,1
turn_on,nightstand,1
turn_on,shower cockpit,1
turn_on,electric percussion,1
turn_on,sign,1
turn_on,mini fridge,1
turn_on,entertainment set,1
turn_on,iron,1
turn_on,archway,1
turn_on,waffle iron,1
turn_on,shower bar,1
turn_on,shower curtain,1
turn_on,wall panel,1
turn_on,night lamp,1
turn_on,telephone,1
turn_on,suitcase,1
turn_on,dvd player,1
turn_on,ice maker,1
turn_on,bath sink,1
turn_on,media console,1
turn_on,shower stall,1
turn_on,device,1
turn_on,tv stand,1
unlock,locker,1
unplug,printer,1
unplug,cellular_telephone,1
unplug,mouse,1
unplug,lamp,1
unplug,computer_keyboard,1
unplug,toaster oven,1
unplug,rice cooker,1
unplug,kettle,1
unplug,garage door motor,1
unplug,stove,1
unplug,tv,1
vacuum,flower stand,1
vacuum,kitchen cabinet,1
vacuum,support beam,1
vacuum,ottoman,1
vacuum,wall clock,1
vacuum,countertop,1
vacuum,sofa set,1
vacuum,vent,1
vacuum,desk chair,1
vacuum,tv,1
vacuum,tile,1
vacuum,crib,1
vacuum,furnace,1
vacuum,piano,1
vacuum,shelving,1
vacuum,closet floor,1
vacuum,recessed wall,1
vacuum,fireplace wall,1
vacuum,hearth,1
vacuum,flowerpot,1
vacuum,dining table,1
wipe,wall /outside,1
wipe,figurine,1
wipe,step stool,1
wipe,hatch,1
wipe,shower curtain bar,1
wipe,tent,1
wipe,dish rack,1
wipe,table pad,1
wipe,cradle,1
wipe,shoes rack,1
wipe,document,1
wipe,projector,1
wipe,papers,1
wipe,wall panel frame,1
wipe,bathrobe,1
wipe,control,1
wipe,bicycle helmet,1
wipe,recuperator,1
wipe,water tank,1
wipe,umbrella,1
wipe,golf sticks,1
wipe,bowl with sweets,1
wipe,ceiling pipe,1
wipe,pet bowl,1
wipe,jewelry,1
wipe,door knob,1
wipe,shelf with cosmetics,1
wipe,medical lamp,1
wipe,bathroom wall,1
wipe,backrest,1
wipe,game board,1
wipe,throw blanket,1
wipe,window /otherroom,1
wipe,gas box,1
wipe,fluorescent light,1
wipe,garage door frame,1
wipe,magazine,1
wipe,toothbrush,1
wipe,hammer,1
wipe,pliers,1
wipe,swivel chair,1
wipe,easy chair,1
wipe,bedpost,1
wipe,stationery,1
wipe,ceiling wall,1
wipe,wreath,1
wipe,staircase,1
wipe,storage bin,1
wipe,rice cooker,1
wipe,dinner chair,1
wipe,leg rest,1
wipe,artwork frame,1
wipe,wall hanger,1
wipe,laundry,1
wipe,deck chair,1
wipe,holder,1
wipe,guitar pedals,1
wipe,guitar case cover,1
wipe,trumpet,1
wipe,electric drum,1
wipe,sewing set,1
wipe,draw,1
wipe,bag,1
wipe,storage space,1
wipe,guitar frame,1
wipe,fireplace tool set,1
wipe,hanging clothes,1
wipe,tile,1
wipe,stairs wall,1
wipe,sofa chair,1
wipe,shower case,1
wipe,knife holder,1
wipe,hammock,1
wipe,shade,1
wipe,coat,1
wipe,boat model,1
wipe,bureau,1
wipe,chess,1
wipe,shovel,1
wipe,gym mat,1
wipe,display of pictures,1
wipe,groceries,1
wipe,paper towel dispenser,1
wipe,separator,1
wipe,exercise ladder,1
wipe,swing,1
wipe,gate,1
wipe,post,1
wipe,curb,1
wipe,menu board,1
wipe,antlers,1
wipe,bunk bed,1
wipe,stack of plates,1
wipe,baby seat,1
wipe,hand towel,1
wipe,arch,1
wipe,smoke alarm,1
wipe,fruit,1
wipe,fishing rod,1
wipe,dustpan,1
wipe,stuffed animal,1
wipe,book display,1
wipe,candle,1
wipe,photo stand,1
wipe,flatware,1
wipe,fruit bowl,1
wipe,foot stand,1
wipe,laundry basket,1
wipe,coat hanger,1
wipe,wall post,1
wipe,bags,1
wipe,canister,1
wipe,flag,1
wipe,shredder,1
wipe,lid,1
wipe,shower seat,1
wipe,clothes hanger rod,1
wipe,hat,1
wipe,towel ring,1
wipe,bathroom mat,1
wipe,ceiling dome,1
wipe,backpack,1
wipe,bed sheet,1
wipe,shutter,1
wipe,ceiling fan lamp,1
wipe,smoke detector,1
wipe,lace doily,1
wipe,fur,1
wipe,training mat,1
wipe,base,1
wipe,compound wall,1
wipe,shower mat,1
wipe,door hinge,1
wipe,freezer,1
wipe,desk door,1
wipe,bookstand,1
wipe,model,1
